Company_Name,Dependent-Company Status,year of founding,Age of company in years,Internet Activity Score,Short Description of company profile,Industry of company,Focus functions of company,Investors,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,"Capital intensive business e.g. e-commerce, Engineering products and operations can also cause a business to be capital intensive",Number of  of Partners of company,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums like 'Tech crunch' or 'Venture beat' talking about the company/model - How much is it being talked about?,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Years of education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Degree from a Tier 1 or Tier 2 university?,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Top management similarity,Number of Recognitions for Founders and Co-founders,Number of  of Research publications,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Employee benefits and salary structures,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Legal risk and intellectual property,Client Reputation,google page rank of company website,Technical proficiencies to analyse and interpret unstructured data,Solutions offered,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),"Survival through recession, based on existence of the company through recession times",Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Gartner hype cycle stage,Time to maturity of technology (in years),Percent_skill_Entrepreneurship,Percent_skill_Operations,Percent_skill_Engineering,Percent_skill_Marketing,Percent_skill_Leadership,Percent_skill_Data Science,Percent_skill_Business Strategy,Percent_skill_Product Management,Percent_skill_Sales,Percent_skill_Domain,Percent_skill_Law,Percent_skill_Consulting,Percent_skill_Finance,Percent_skill_Investment,Renown score
Company118,Success,2009,5,512,New Generation of NoSQL,Network_Hosting_Infrastructure,operation,SV_Angel Sutter_Hill_Ventures CrunchFund,14,-7,No,1/1/2009,11/12/2013,17000000,United States,North America,0,0,3,0,4,50,No,0,high,No,Medium,No,No,Yes,Yes,Service,Yes,Private,No,Both,No,Platform,Local,Non-Linear,Yes,Few,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18,Accounting,No,Yes,Tier_1,500,High,0,0,0,Low,1,None,19.5,Medium,Medium,Yes,No,Low,,Yes,No,Yes,No,No,No,High,263431,Yes,No,No,2,Low,0,4,17,Not Applicable,45,11.51666667,Trough,2 to 5,0,0,38.88888889,0,0,8.333333333,2.777777778,0,0,0,0,0,0,0,5
Company119,Success,2005,9,78,Cloud computing,Enterprise_Software,"Computing, training",RTP_Ventures Almaz_Capital ru-Net_Holdings,32,7,No,5/1/2005,7/29/2013,10000000,United States,North America,0,0,2,7,5,10,No,3,medium,No,Small,Yes,No,No,Yes,Both,Yes,Private,No,Structured,No,Cloud,Global,Non-Linear,Yes,Many,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,High,Bachelors,18,Computer Science,Yes,Yes,Tier_2,500,High,0,0,0,Medium,0,None,35,High,Medium,Yes,No,Low,,No,No,Yes,No,No,No,High,709728,No,No,No,3,Medium,0,4,10,Yes,70,10.03333333,Peak,5 to 10,2.777777778,11.11111111,77.77777778,0,0,0,8.333333333,0,0,0,0,0,0,0,1
Company120,Success,2008,6,150,online real estate broker,Real_Estate Mobile E-Commerce,marketing,Robert_Stewart Revolution_LLC,22,0,No,1/30/2008,8/6/2012,3500000,United States,North America,1,0,2,1,8,18,No,0,high,No,,Yes,Yes,No,No,Product,No,Public,Yes,Both,No,Platform,Local,Non-Linear,No,Few,No,No,No,No,No,No,Yes,No,No,No,Online,B2C,Medium,High,Yes,Medium,Bachelors,18,Marketing,Yes,Yes,Tier_2,500,High,0,0,0,Low,0,None,17,High,Low,Yes,No,Low,,Yes,No,Yes,No,No,No,Low,29452,Yes,No,No,3,Medium,5,4,3.5,Yes,12,20,Trigger,2 to 5,7.692307692,0,0,3.846153846,0,0,15.38461538,0,7.692307692,11.53846154,0,0,0,3.846153846,5
Company121,Success,2012,2,129,Video Optimization,Media Entertainment Analytics Network_Hosting_Infrastructure Publishing,marketing,Nick_Rau Bob_Jacobson Jimmy_Barge Jor_Law,16,0,No,7/1/2012,10/4/2013,1700000,United States,North America,0,0,0,0,7,15,No,0,low,No,Medium,Yes,No,No,No,Product,No,Private,Yes,Both,No,Platform,Local,Non-Linear,No,Few,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2C,Low,Medium,Yes,Low,Bachelors,18,Entertainment,Yes,Yes,Tier_2,500,Low,0,0,0,Low,1,None,22,High,Medium,Yes,No,Low,Bad,No,No,Yes,Yes,No,No,Low,297388,Yes,No,No,3,Medium,0,7.5,1.7,Not Applicable,15,15,,,0,0,0,69.23076923,0,0,15.38461538,0,0,15.38461538,0,0,0,0,5
Company122,Success,2010,4,-4,,E-Commerce Email Analytics Marketing,"Operations, marketing",FirstMark_Capital Foundry_Group First_Round_Capital O’Reilly_AlphaTech_Ventures O'Reilly_AlphaTech_Ventures,12,0,No,1/1/2010,6/26/2012,7000000,United States,North America,1,0,1,0,4,50,No,0,low,No,Small,Yes,Yes,No,No,Product,No,Private,Yes,Structured,No,Platform,Local,Non-Linear,Yes,Few,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18,Economics,Yes,Yes,None,,High,0,0,0,Low,0,None,23,,Medium,Yes,No,Low,,No,No,Yes,No,No,No,High,245871,No,Yes,No,3,Medium,0,3,7,Not Applicable,6,9.233333333,Trigger,2 to 5,11.11111111,0,0,27.77777778,0,11.11111111,22.22222222,0,11.11111111,16.66666667,0,0,0,0,7
Company123,Success,2011,3,29,API for Social data context,Analytics Crowdfunding Search Marketing,social advertising,Quotidian_Ventures Peter_Shankman,5,0,No,7/5/2011,9/1/2011,,United States,North America,0,0,0,4,2,5,No,0,low,No,Large,Yes,Yes,No,Yes,Product,No,Public,Yes,Both,No,Cloud,Global,Non-Linear,No,Few,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18,East Asian Studies and Economics,Yes,Yes,Tier_1,500,High,0,0,0,Medium,12,None,43.5,Low,Medium,Yes,No,Low,,Yes,No,Yes,No,No,No,Low,2134030,Yes,Yes,No,3,Medium,0,3,,Not Applicable,1,12,,,8.333333333,2.777777778,25,8.333333333,0,2.777777778,27.77777778,8.333333333,5.555555556,5.555555556,0,0,2.777777778,2.777777778,7
Company124,Success,2010,4,-68,info exchange for physician interactions,Analytics Healthcare,Research,Lux_Capital Fidelity_Biosciences Venrock Highland_Capital_Partners Gerson_Lehrman_Group Jonathan_Bush Ed_Park John_Goldsmith James_Golden,35,3,No,1/1/2010,1/2/2013,11000000,United States,North America,0,0,3,7,7,50,No,1,high,No,Medium,Yes,Yes,No,No,Product,No,Public,Yes,Both,No,Platform,Local,Non-Linear,Yes,Few,No,No,No,No,No,No,Yes,No,Yes,No,Online,B2B,Low,High,Yes,High,PhD,25,Biomedical Enterprise,Yes,Yes,Tier_1,500,High,0,0,0,High,12,None,23,High,Medium,Yes,No,Low,Good,Yes,Yes,Yes,No,No,No,Low,1842172,Yes,Yes,No,4,Medium,0,10,11,Not Applicable,12,6.233333333,,,11.11111111,0,50,0,0,16.66666667,5.555555556,5.555555556,5.555555556,5.555555556,0,0,0,0,9
Company125,Success,2011,3,266,Database technology,Network_Hosting_Infrastructure Enterprise_Software Software_Development Analytics,operations,IA_Ventures Digital_Sky_Technologies Data_Collective Raymond_Tonsing Khosla_Ventures Accel_Partners First_Round_Capital New_Enterprise_Associates Start_Fund SV_Angel Y_Combinator Paul_Buchheit Sam_Altman Ashton_Kutcher Guy_Oseary Ron_Garret Karl_Jacob Marco_Bergmann Mark_LaRosa Tom_McInerney Janis_Krums,37,9,No,1/1/2011,1/22/2014,35000000,United States,North America,0,0,2,0,4,11,No,1,low,Yes,Large,No,No,No,No,Product,Yes,Private,No,Structured,No,Cloud,Local,Non-Linear,Yes,Few,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,High,PhD,25,computer science,Yes,Yes,Tier_1,500,High,1,0,0,High,3,Few,53,High,Medium,Yes,No,Low,Good,Yes,No,Yes,No,No,No,Low,226890,No,Yes,Yes,3,Medium,0,13,35,Not Applicable,12,10.27777778,Trigger,2 to 5,5.882352941,0,39.4335512,1.960784314,1.960784314,3.812636166,3.812636166,1.960784314,3.921568627,1.960784314,0,0,0,1.960784314,5
Company126,Success,2011,3,70,,,"marketing, sales",TiE_Angels Naya_Ventures Keiretsu_Forum Portland_Seed_Fund,9,13,No,1/1/2011,3/27/2014,50000,United States,North America,0,0,5,0,6,10,No,0,low,No,Large,Yes,Yes,Yes,Yes,Product,Yes,Both,Yes,Both,No,Platform,Global,Non-Linear,No,Few,No,No,Yes,No,No,No,Yes,No,Yes,No,Both,B2B,Low,High,Yes,High,Masters,21,"Electrical and Electronics Engineering
Aerospace Engineering",Yes,Yes,None,25,High,0,0,0,High,0,None,36,High,Medium,Yes,No,Low,,No,Yes,Yes,No,No,Yes,Low,4910627,Yes,Yes,No,3,Medium,0,4,0.05,Not Applicable,12,5.355555556,Trigger,2 to 5,0,0,41.66666667,0,0,2.777777778,2.777777778,0,0,0,0,0,2.777777778,0,0
Company127,Success,2006,8,113,Marketing Decisions Platform,Marketing,Marketing,Kegonsa_Capital_Partners Goldman_Sachs,138,-1,Yes,1/1/2006,10/18/2013,9400000,United States,North America,0,0,1,7,9,130,No,2,medium,No,Large,Yes,Yes,No,No,Product,Yes,Both,Yes,Both,No,Cloud,Local,Non-Linear,Yes,Few,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Online,B2B,Medium,Medium,Yes,Low,,,,,,None,,High,0,0,0,None,0,None,0,High,Medium,Yes,No,Low,Bad,No,Yes,Yes,No,No,Yes,High,408646,Yes,Yes,No,4,Medium,8,15,9.4,Yes,12,18.1,Trigger,5 to 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Company128,Success,2011,3,147,User generated interest graphs,analytics,"marketing, sales",Alliance_of_Angels Voyager_Capital,11,22,No,3/21/2011,2/1/2013,1700000,United States,North America,0,0,2,0,3,15,No,0,Nothing,No,Medium,Yes,Yes,No,No,Both,Yes,Public,Yes,Both,No,Platform,Local,Non-Linear,No,Few,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Online,B2B,Low,High,Yes,High,Masters,21,General,Yes,Yes,Tier_1,500,Medium,0,0,0,None,0,None,14,Medium,Medium,Yes,No,Low,Good,No,No,Yes,No,No,No,Low,1046310,Yes,Yes,No,3,Medium,0,4,1.7,Not Applicable,12,4.3,Trough,2 to 5,16.66666667,0,8.333333333,8.333333333,0,0,41.66666667,0,8.333333333,0,0,8.333333333,0,8.333333333,4
Company129,Success,,,62,,Market_Research,operation,Earthrise_Capital_Partners,16,,No,,1/11/2012,,United States,North America,0,0,1,0,5,50,No,0,high,No,Small,No,No,No,No,Product,No,Both,No,Both,Yes,Cloud,Global,Non-Linear,No,Few,No,No,No,No,No,No,No,No,Yes,No,Online,B2B,None,High,,,,,,,,None,,Medium,0,0,0,None,0,None,0,High,High,Yes,No,Low,Good,No,No,No,No,No,No,High,2352334,Yes,Yes,No,4,High,0,12,,,6,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Company130,Success,1999,15,150,The Science of Better Results,Healthcare,risk,Cross_Atlantic_Capital_Partners Edison_Ventures,178,6,Yes,1/1/1999,8/23/2010,6100000,United States,North America,0,0,0,0,10,175,No,0,high,No,Large,No,No,No,No,Both,Yes,Both,Yes,Both,No,Platform,Local,Non-Linear,No,Many,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Online,B2B,Low,High,Yes,High,Masters,21,Business management,Yes,Yes,Tier_1,439,Low,0,0,0,None,0,Few,13.5,High,Medium,Yes,No,Medium,Good,No,No,Yes,No,No,No,Low,1085205,Yes,Yes,No,3,Medium,0,18,6.1,Yes,120,5.344444444,Plateau,0 to 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Company131,Success,2008,6,429,Mobile App Analytics & Marketing,Analytics Mobile Marketing,"Marketing, sales",TechStars Polaris_Partners ENIAC_Ventures MI_Ventures_LLC New_York_Angels LaunchPad_Venture_Group Foundation_Capital Hub_Angels_Investment_Group Progress_Ventures Eniac_Ventures Techstars,73,11,No,1/1/2008,2/4/2014,16000000,United States,North America,0,6,0,0,6,75,No,3,high,No,,Yes,Yes,No,No,Product,Yes,Both,Yes,Both,No,Platform,Global,Non-Linear,No,Many,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2C,Medium,Medium,Yes,Medium,Masters,21,General,Yes,Yes,None,500,High,0,0,0,None,0,None,26,High,Medium,Yes,No,Low,Good,,Yes,Yes,Yes,No,No,High,28190,Yes,Yes,No,4,Medium,2,14,16,Yes,12,7.306666667,Trigger,5 to 10,10,0,15,15,0,10,30,5,5,5,0,5,0,0,0
Company132,Success,2006,8,-385,Verified B2B Contacts,Marketing,"Marketing 
sales",Edison_Ventures Rikki_Tahta Simon_Murdoch Roland_Beaulieu Gary_Mueller Spring_Lake_Equity_Partners,118,-6,Yes,11/30/2006,4/8/2014,13000000,United States,North America,0,0,2,0,12,120,No,1,low,No,Small,Yes,Yes,No,No,Product,Yes,Private,Yes,Both,No,Cloud,Global,Non-Linear,No,Few,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Online,B2B,Low,High,Yes,High,Masters,21,Earth Sciences,Yes,Yes,Tier_1,500,High,0,0,0,High,2,None,24.5,High,Medium,Yes,No,Low,Good,Yes,Yes,Yes,Yes,No,No,Medium,211794,Yes,Yes,No,3,Medium,2,15,13,Yes,20,5.777777778,Trigger,5 to 10,8.823529412,0,2.941176471,8.823529412,2.941176471,5.882352941,8.823529412,0,11.76470588,0,0,0,0,0,1
Company133,Success,2012,2,96,Big Data Analytics,Analytics Telecommunications,Research,AxVentures-Pymar_Fund Ax_Ventures,10,,No,6/26/2012,7/1/2012,,Argentina,South America,0,1,3,3,4,16,No,0,low,No,Medium,Yes,Yes,No,Yes,Product,Yes,Public,Yes,Both,Yes,Platform,Global,Non-Linear,No,Many,No,No,No,Yes,No,No,Yes,Yes,No,No,Online,B2B,None,Medium,Yes,Medium,,,,Yes,Yes,None,500,Medium,0,0,0,None,0,None,7.5,High,Medium,Yes,No,Low,,No,No,Yes,No,No,No,Low,1603864,Yes,Yes,No,4,High,0,16,,Not Applicable,1,1,,,25,0,37.5,0,0,25,0,12.5,0,0,0,0,0,0,2
Company134,Success,2010,4,81,Big Data Competitive Intelligence,Marketing,data collection ,EPIC_Ventures Kevin_O'Connor,22,5,No,10/1/2010,3/13/2013,2000000,United States,North America,0,2,1,0,8,23,No,0,low,No,Small,Yes,Yes,No,No,Product,Yes,Public,Yes,Unstructured,No,Platform,Local,Non-Linear,No,Few,No,No,Yes,No,No,No,No,No,Yes,No,Online,B2B,None,High,Yes,Medium,Bachelors,18,Aquatic biology,Yes,Yes,Tier_2,448,High,0,0,0,Low,0,None,21,High,Medium,Yes,No,Low,,Yes,No,Yes,No,No,No,Low,731564,Yes,No,No,3,Medium,4,7.6,2,Not Applicable,1,7.45,Slope,2 to 5,11.11111111,5.555555556,16.66666667,5.555555556,22.22222222,11.11111111,11.11111111,5.555555556,5.555555556,0,0,0,0,5.555555556,2
Company135,Success,2012,2,627,,Marketing Enterprise_Software Analytics,marketing,Rogue_Venture_Partners,4,0,No,7/1/2012,2/8/2013,,United States,North America,0,1,1,0,1,10,No,0,low,No,Small,No,No,No,No,Product,Yes,Private,No,Structured,Yes,Cloud,Local,Non-Linear,No,Few,No,No,No,No,No,No,Yes,Yes,No,No,Online,B2B,Low,Medium,Yes,Low,Bachelors,18,General,Yes,Yes,Tier_2,500,High,0,0,0,Low,6,None,23,Medium,Medium,Yes,No,Low,,No,Yes,Yes,No,No,No,Low,193129,No,Yes,No,3,Medium,0,10,,Not Applicable,8,8,Slope,0 to 2,0,0,0,76.47058824,0,17.64705882,0,0,5.882352941,0,0,0,0,0,4
Company136,Failed,2004,10,0,technology-enabled electronic payment,software ,"development, marketing, and administration",Spectrum_Equity Foundation_Capital Western_Technology_Investment GGV_Capital_,12,9,Yes,1/1/2004,10/1/2009,62500000,United States,North America,0,0,3,1,5,100,Yes,0,low,No,Medium,Yes,Yes,No,No,Both,No,Private,Yes,Both,No,Platform,Local,Non-Linear,No,Few,No,No,No,No,No,No,No,No,No,No,Online,B2B,None,High,Yes,Medium,Bachelors,18,Engineering,No,Yes,Tier_1,500,High,0,0,0,Low,3,None,100,Low,Low,No,No,Low,,No,Yes,Yes,No,Yes,Yes,Medium,,No,Yes,No,3,Medium,0,11.11,62.5,No,48,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Company137,Failed,2000,14,0,fabless semiconductors,Network_Hosting_Infrastructure,IT & Sales,BlueRun_Ventures Tallwood_Venture_Capital,18,0,No,1/1/2000,6/2/2009,15000000,United States,North America,0,0,0,0,8,50,Yes,0,Nothing,No,Large,Yes,Yes,No,Yes,Product,No,no,No,no,No,Platform,Local,Linear,No,None,No,No,No,No,No,No,No,No,No,No,Offline,B2B,Low,High,Yes,Low,Masters,21,business,Yes,Yes,Tier_1,500,High,0,1,0,High,0,None,25,Medium,Low,No,Yes,Low,,No,No,No,No,No,No,,,No,Yes,No,2,Medium,0,3.8,15,No,60,7.4,Trigger,2 to 5,0,0,22.22222222,11.11111111,11.11111111,0,0,0,0,44.44444444,0,0,11.11111111,0,5
Company138,Failed,2004,10,-445,user driven social content website,Media,social news,Greylock_Partners Omidyar_Network Marc_Andreessen Reid_Hoffman Ron_Conway Al_Avery FLOODGATE SV_Angel Highland_Capital_Partners SVB_Financial_Group Kevin_Rose Floodgate_Fund,79,-2,Yes,10/11/2004,7/12/2011,5000000,United States,North America,0,0,1,0,6,10,Yes,0,High,Yes,Medium,Yes,Yes,No,No,Product,Yes,Public,No,Unstructured,No,Platform,Global,Non-Linear,No,Few,Yes,No,No,No,No,No,No,No,No,Yes,Online,B2C,High,High,Yes,Medium,Masters,21,Business Administration,Yes,Yes,Tier_2,500,High,1,0,0,Low,1,None,200,Low,Low,No,No,Low,,No,No,Yes,No,No,Yes,,483,No,No,No,3,Medium,28,1.1,5,Yes,12,17.58333333,Peak,2 to 5,12.5,3.125,12.5,9.375,18.75,3.125,21.875,6.25,0,9.375,0,0,0,3.125,1
Company139,Failed,2005,9,-91,Search engine,software,web,Greylock_Partners Tugboat_Ventures Madrone_Capital_Partners,3,0,No,1/1/2005,4/15/2008,25000000,United States,North America,0,0,3,0,5,30,Yes,0,Nothing,No,Small,No,No,No,Yes,Product,No,Public,Yes,Both,No,Platform,Global,Non-Linear,Yes,None,No,No,Yes,No,No,No,Yes,No,No,Yes,Online,B2C,High,High,,Low,PhD,25,computer,Yes,Yes,Tier_1,16,Low,0,0,0,None,0,None,0,Low,Low,Yes,No,Low,,No,No,Yes,No,No,No,,545749,No,Yes,No,2,Low,4,3.75,25,No,24,6.85,Plateau,5 to 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Company140,Failed,2009,5,-69,Daily Deals Site,E-Commerce,sale,Bain_Capital_Ventures Matrix_Partners Pinnacle_Ventures Bain_Capital Christian_Dahlen,,,No,3/1/2009,6/1/2011,5000000,United States,North America,0,0,0,0,5,80,Yes,1,medium,No,Small,Yes,Yes,No,Yes,Service,No,Public,No,no,No,Platform,local,Non-Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,Medium,High,No,Medium,Masters,21,business,Yes,Yes,None,500,Medium,0,0,0,None,0,None,8,Low,Medium,Yes,No,Low,,No,Yes,Yes,No,No,No,,8990243,No,Yes,No,3,Medium,9,20,5,Not Applicable,10,2.761111111,,,13.33333333,0,13.33333333,0,0,0,46.66666667,6.666666667,6.666666667,6.666666667,0,0,0,6.666666667,3
Company141,Failed,2005,9,-46,HTML5 Social Games,gaming software,Sales & Marketing,Mohr_Davidow_Ventures Deep_Fork_Advisors Deep_Fork_Capital Motorola_Mobility,,,No,1/1/2005,3/3/2011,2700000,United States,North America,0,1,1,0,5,50,Yes,0,Nothing,No,Small,Yes,Yes,No,Yes,Product,No,no,No,no,Yes,Platform,,,,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,High,High,No,Low,Masters,21,business,Yes,Yes,Tier_1,500,High,0,0,0,None,0,None,25,Low,Low,Yes,No,Low,,No,No,Yes,No,No,No,,8714861,No,Yes,No,2,Low,0,6.25,2.7,Yes,24,5.05,Trigger,2 to 5,11.76470588,0,5.882352941,23.52941176,0,0,17.64705882,11.76470588,5.882352941,23.52941176,0,0,0,0,3
Company142,Failed,2008,6,14,Social mobile,Mobile,operation,,35,0,No,1/1/2008,,,United Kingdom,Europe,0,0,0,0,5,40,,0,low,No,Small,Yes,Yes,No,Yes,Product,,no,No,no,No,Platform,Global,,,None,No,No,No,No,No,No,No,No,No,No,Offline,B2C,Medium,High,No,Medium,Masters,21,business,Yes,Yes,None,500,Low,0,0,0,Medium,3,None,25,Low,Medium,Yes,No,Medium,,No,Yes,Yes,No,No,No,Low,1989996,No,No,,3,Medium,0,8,,Yes,,1,Plateau,0 to 2,6.666666667,0,26.66666667,6.666666667,0,0,20,6.666666667,0,33.33333333,0,0,0,0,7
Company143,Failed,2012,2,16,Online wine service,E-Commerce Food_&_Beverages Mobile,Sales,,1,,No,1/1/2012,,,United States,North America,0,0,1,0,1,10,,0,Nothing,No,Small,No,No,No,Yes,Product,No,no,No,no,No,Platform,Local,Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,High,No,Low,Bachelors,18,engg,No,No,None,500,Low,0,0,0,None,0,None,25,Low,Low,Yes,Yes,Low,,No,No,No,No,No,No,,3274502,No,Yes,,2,Low,0,10,,Not Applicable,,1,,,11.11111111,11.11111111,5.555555556,5.555555556,0,5.555555556,27.77777778,5.555555556,22.22222222,5.555555556,0,0,0,0,3
Company144,Failed,2011,3,107,all your photos everywhere,Mobile,social network,Index_Ventures 500_Startups Kii_Capital 2020_Ventures Strive_Capital,0,-100,No,8/26/2011,7/19/2012,1000000,United States,North America,5,5,3,0,3,6,Yes,5,low,Yes,Small,No,No,No,No,Service,No,no,No,no,No,Platform,,,,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,High,High,No,Medium,Bachelors,18,business,No,Yes,Tier_1,157,High,0,1,0,None,0,None,12,Low,Low,Yes,No,Medium,,Yes,No,Yes,No,No,No,,718025,No,No,Yes,3,Medium,0,3,1,Not Applicable,3,2.711111111,Plateau,0 to 2,1.960784314,0,46.0130719,0,0,4.444444444,1.960784314,8.104575163,0,4.183006536,0,0,0,0,2
Company145,Failed,2010,4,-77,Marketplace for quality tutoring.,Education,consumer web,Resolute.vc Paul_Buchheit Sequoia_Capital Founder_Collective Lerer_Ventures SV_Angel Thrive_Capital Alexis_Ohanian Bubba_Murarka reinmkr_capital Y_Combinator,19,-5,No,9/1/2010,2/18/2013,800000,United States,North America,9,0,3,0,5,10,Yes,0,low,No,Medium,No,No,No,No,Product,No,Public,No,Unstructured,No,Cloud,Local,Non-Linear,Yes,None,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Online,B2C,Medium,Medium,No,Low,Bachelors,18,history,No,No,Tier_1,500,Low,0,0,0,None,0,None,4,Low,Low,Yes,Yes,Low,,No,No,No,No,No,No,,3638146,No,Yes,No,2,Low,1,3.3,0.8,Not Applicable,14,7.1,Trigger,2 to 5,9.206349206,0,20,0,2.380952381,2.380952381,4.761904762,4.444444444,4.761904762,6.825396825,0,2.380952381,4.761904762,4.761904762,3
Company146,Failed,2008,6,-535,,Social_Networking Mobile,writing blog,James_Joaquin Russ_Siegelman,5,0,No,1/1/2008,4/25/2011,2300000,United States,North America,0,2,0,0,1,10,,0,low,No,Small,No,No,No,No,Product,No,Public,Yes,Both,No,Platform,Global,Non-Linear,No,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2C,Medium,High,Yes,Medium,,,,,Yes,None,499,None,0,0,0,Low,0,None,9,Low,Low,No,No,Medium,,No,No,No,No,No,No,,245307,No,No,No,2,Low,1,2,2.3,Yes,12,26.25,Plateau,0 to 2,12.5,0,25,12.5,0,0,25,12.5,0,12.5,0,0,0,0,0
Company147,Failed,2007,7,-8,A place for people to talk about the tv ,Entertainment Media Mobile,marketing,Innogest,1,0,No,8/1/2007,5/17/2011,1500000,Italy,Europe,0,0,0,0,3,10,,1,Nothing,No,Medium,No,No,No,Yes,Service,No,Public,No,Unstructured,No,Platform,,,,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,High,No,Low,Bachelors,18,engg,No,No,None,500,Low,0,0,0,None,0,None,0,Low,Low,No,No,Low,,No,No,No,No,No,No,,14598301,Yes,Yes,No,2,Low,6,1.6,1.5,No,24,11.88333333,Plateau,0 to 2,7.692307692,0,38.46153846,0,0,15.38461538,7.692307692,7.692307692,0,23.07692308,0,0,0,0,5
Company148,Failed,2006,8,,,,curated web,,,,No,,,287000,,,0,1,1,0,1,3,No,0,low,No,Medium,Yes,Yes,No,No,Service,No,Private,No,Both,Yes,Platform,Global,Non-Linear,No,None,Yes,No,No,No,No,No,No,No,No,No,Online,B2C,High,High,No,Medium,Bachelors,18,"Arts, Media",No,No,None,500,Low,0,0,0,Low,130,Few,140,Low,Low,No,No,Medium,,No,Yes,No,No,No,No,,,No,No,No,2,Low,4,0.4,0.287,No,1,1,Plateau,2 to 5,25,0,0,75,0,0,0,0,0,0,0,0,0,0,3
Company149,Success,2009,5,,,,marketing,,,,No,,,11500000,,,0,0,2,0,6,20,Yes,1,Nothing,No,Small,No,No,No,No,Service,No,Private,No,no,Yes,Platform,Local,Non-Linear,No,None,Yes,No,No,No,No,No,Yes,No,No,No,Online,B2C,High,Medium,No,Medium,Bachelors,18,computer,No,No,Tier_1,500,Medium,0,0,0,High,0,None,18,Low,Low,No,No,Low,,No,No,No,No,No,No,,,No,Yes,No,2,Low,3,5,11.5,Not Applicable,2,4.011111111,Trigger,5 to 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Company150,Failed,2006,8,8,SMS /Online Reminders,Search,Data Management,Hummer_Winblad_Venture_Partners,0,-100,No,1/1/2006,3/20/2008,1000000,United States,North America,0,0,1,0,1,3,Yes,0,Nothing,No,Small,No,No,No,No,Service,No,Private,No,Both,Yes,Platform,Local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,Medium,No,Medium,Masters,21,MBA,Yes,Yes,Tier_1,500,Medium,0,1,1,Medium,75,Few,29,Low,Low,No,Yes,Medium,,No,Yes,No,Yes,No,No,Medium,7974958,No,No,No,3,Medium,0,0.4,1,No,26,26,Plateau,2 to 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
